form	lemma	morph	POS		
justifié	justifier		
de	de		
cela	cela		
par	par		
une	un		
Harangue	Harangue		
qu’il	queil		
fit	faire		
au	à_le		
Public	Public		
deux	deux		
jours	jour		
avant	avant		
la	le		
premiere	premier		
representation	representation		
de	de		
sa	son		
Piece	Piece		
:	:		
Et	et		
puis	puis		
ce	ce		
pretendu	pretendu		
Original	Original		
de	de		
cette	ce		
agreable	agreable		
Comédie	comédie		
,	,		
ne	ne		
doit	devoir		
pas	pas		
s’en	savoir		
mettre	mettre		
en	en		
peine	peine		
s’il	sail		
est	être		
aussi	aussi		
sage	sage		
&	le		
aussi	aussi		
habile	habile		
Homme	homme		
que	que		
l’on	lire		
dit	dire		
,	,		
&	a		
cela	cela		
ne	ne		
servira	servir		
qu’à	queà		
faire	faire		
éclater	éclater		
davantage	davantage		
son	son		
mérite	mérite		
,	,		
en	en		
faisant	faire		
naître	naître		
l’envie	lienvie		
de	de		
le	le		
connoistre	connaistre		
,	,		
de	de		
lire	lire		
ses	son		
Ecrits	Ecrits		
,	,		
&	je		
d’aller	dlaller		
à	à		
ses	son		
Sermons	Sermons		
.	.		
Aristophane	aristophane		
ne	ne		
détruisit	détruire		
point	point		
la	le		
réputation	réputation		
de	de		
Socrate	Socrate		
,	,		
en	en		
le	il		
joüant	joüant		
dans	dans		
une	un		
de	de		
ses	son		
Farces	Farces		
,	,		
&	je		
ce	ce		
grand	grand		
Philosophe	Philosophe		
n’en	noen		
fut	être		
pas	pas		
moins	moins		
estimé	estimer		
dans	dans		
toute	tout		
la	le		
Gréce	Gréce		
:	:		
mais	mais		
pour	pour		
bien	bien		
juger	juger		
du	de_le		
mérite	mérite		
de	de		
la	le		
Comédie	comédie		
dont	dont		
je	je		
viens	venir		
de	de		
parler	parler		
,	,		
je	je		
conseillerois	conseiller		
à	à		
tout	tout		
le	le		
monde	monde		
de	de		
la	il		
voir	voir		
,	,		
&	avoir		
de	de		
s’y	s		
divertir	divertir		
sans	sans		
examiner	examiner		
autre	autre		
chose	chose		
,	,		
&	ê		
sans	sans		
s’arrester	savrester		
à	à		
la	le		
critique	critique		
de	de		
la	le		
plûpart	plûpart		
des	de_le		
Gens	Gens		
,	,		
qui	qui		
croyent	croire		
qu’il	queil		
est	être		
d’un	déun		
bel	beau		
Esprit	esprit		
de	de		
trouver	trouver		
à	à		
redire	redire		
.	.		
À	à		
Paris	Paris		
,	,		
le	le		
12	12		
.	.		
Mars	mars		
.	.		
_____	______		
Le	le		
Sujet	Sujet		
du	de_le		
Voyage	Voyage		
de	de		
l’Academie	leacademie		
Françoise	Françoise		
à	à		
Versailles	Versailles		
,	,		
conduite	conduire		
par	par		
Monsieur	monsieur		
l’Archevesque	liarchevesque		
de	de		
Paris	Paris		
Monsieur	monsieur		
l’Archevesque	liarchevesque		
de	de		
Paris	Paris		
,	,		
Directeur	Directeur		
de	de		
l’Académie	leacadémie		
Françoise	Françoise		
,	,		
la	il		
mena	mena		
ces	ce		
jours	jour		
passez	passer		
à	à		
Versailles	Versailles		
,	,		
pour	pour		
remercier	remercier		
le	le		
Roy	Roy		
de	de		
l’honneur	lnhonneur		
qu’il	queil		
a	avoir		
fait	faire		
à	à		
cette	ce		
Illustre	Illustre		
&	V		
Spirituelle	Spirituelle		
Compagnie	Compagnie		
d’en	dlen		
vouloir	vouloir		
prendre	prendre		
la	le		
place	place		
de	de		
Protecteur	Protecteur		
qu’avoit	queuvoir		
feu	feu		
Monsieur	monsieur		
le	le		
Chancelier	Chancelier		
.	.		
Il	il		
fit	faire		
un	un		
compliment	compliment		
au	à_le		
Roy	Roy		
à	à		
sa	son		
maniere	manière		
ordinaire	ordinaire		
,	,		
c’est	ceest		
à	à		
dire	dire		
plein	plein		
d’esprit	desprit		
&	ê		
d’éloquence	dléloquence		
.	.		
Vous	vous		
sçavez	sçaver		
bien	bien		
qu’avec	queavec		
les	le		
charmes	charme		
de	de		
sa	son		
Personne	Personne		
qui	qui		
plaist	plaist		
aussitost	aussitost		
qu’on	queon		
le	il		
voit	voir		
,	,		
il	il		
a	avoir		
une	un		
merveilleuse	merveilleux		
facilité	faciliter		
de	de		
bien	bien		
parler	parler		
,	,		
&	je		
que	que		
jamais	jamais		
Personne	personne		
ne	ne		
s’exprima	saexprimer		
si	si		
justement	justement		
,	,		
ny	ny		
avec	avec		
tant	tant		
de	de		
delicatesse	delicatesse		
.	.		
Il	il		
a	avoir		
de	de		
plus	plus		
tout	tout		
le	le		
savoir	savoir		
des	de_le		
Docteurs	Docteurs		
les	le		
plus	plus		
conformez	conformer		
,	,		
&	je		
chacun	chacun		
sçait	sçait		
qu’il	queil		
l’a	laa		
fait	faire		
paroistre	paroistre		
en	en		
mille	mille		
sorte	sorte		
d’occasions	deoccasion		
;	;		
mais	mais		
je	je		
n’ay	naî		
pas	pas		
entrepris	entreprendre		
son	son		
Panegyrique	Panegyrique		
,	,		
je	je		
le	il		
laisse	laisser		
à	à		
ceux	celui		
qui	qui		
écriront	écrire		
l’Histoire	l'histoire		
.	.		
_____	______		
Régal	Régal		
de	de		
Monsieur	monsieur		
le	le		
Marquis	marquis		
d’Angeau	deau		
à	à		
Messieurs	monsieur		
de	de		
l’Académie	leacadémie		
Françoise	Françoise		
Monsieur	monsieur		
d’Angeau	dlangeau		
Gouverneur	Gouverneur		
d’Anjou	deanjou		
,	,		
&	je		
autrefois	autrefois		
Mestre	Mestre		
de	de		
Camp	Camp		
du	de_le		
Regiment	Regiment		
du	de_le		
Roy	Roy		
,	,		
&	avoir		
destiné	destiner		
à	à		
l’Ambassade	liambassade		
du	de_le		
Suede	Suede		
,	,		
qui	qui		
est	être		
aussi	aussi		
de	de		
l’Académie	leacadémie		
,	,		
traita	traiter		
magnifiquement	magnifiquement		
ce	ce		
Prelat	Prelat		
avec	avec		
tous	tout		
les	le		
Académiciens	Académiciens		
ses	son		
Confrères	Confrères		
.	.		
Monsieur	monsieur		
Cotin	Cotin		
n’estoit	naître		
point	point		
de	de		
ce	ce		
nombre	nombre		
,	,		
de	de		
peur	peur		
(	(		
dit	dire		
-	-		
on	on		
)	)		
qu’on	queon		
ne	ne		
crût	croire		
qu’il	queil		
s’estoit	sat		
servy	servy		
de	de		
cette	ce		
occasion	occasion		
pour	pour		
se	se		
plaindre	plaindre		
au	à_le		
Roy	Roy		
de	de		
la	le		
Comédie	Comédie		
qu’on	queon		
prétend	prétendre		
que	que		
Monsieur	monsieur		
de	de		
Moliere	Moliere		
ait	avoir		
faite	faire		
contre	contre		
luy	luï		
:	:		
mais	mais		
on	on		
ne	ne		
peut	pouvoir		
croire	croire		
qu’un	queun		
Homme	homme		
qui	qui		
est	être		
souvent	souvent		
parmy	parmy		
les	le		
premieres	premiere		
Personnes	Personnes		
de	de		
la	le		
Cour	cour		
,	,		
&	je		
que	que		
Mademoiselle	mademoiselle		
honore	honorer		
du	de_le		
nom	nom		
de	de		
son	son		
Amy	Amy		
,	,		
puisse	pouvoir		
estre	estre		
crû	croire		
l’objet	leobjet		
d’une	déune		
si	si		
sanglante	sanglant		
Satyre	Satyre		
.	.		
Le	le		
portrait	portrait		
en	en		
effet	effet		
qu’on	queon		
luy	luï		
attribuë	attribue		
,	,		
ne	ne		
convient	convenir		
point	point		
à	à		
un	un		
Homme	homme		
qui	qui		
a	avoir		
fait	faire		
des	un		
Ouvrages	Ouvrages		
qui	qui		
ont	avoir		
eu	avoir		
une	un		
approbation	approbation		
aussi	aussi		
generale	general		
que	que		
ses	son		
Paraphrases	Paraphrases		
sur	sur		
le	le		
Cantique	Cantique		
des	de_le		
Cantiques	Cantiques		
.	.		
Je	je		
ne	ne		
parle	parler		
point	point		
de	de		
ses	son		
Œuvres	uvre		
Galantes	Galantes		
,	,		
dont	dont		
il	il		
y	y		
a	avoir		
plusieurs	plusieurs		
éditions	édition		
;	;		
ce	ce		
sont	être		
des	un		
jeux	jeu		
où	où		
il	il		
s’amusoit	samuser		
avant	avant		
qu’il	queil		
fit	faire		
la	le		
Profession	Profession		
qu’il	queil		
a	avoir		
embrassée	embrasser		
avec	avec		
autant	autant		
d’austerité	déausterité		
qu’on	queon		
sçait	sçait		
qu’il	queil		
a	avoir		
fait	faire		
maintenant	maintenant		
.	.		
On	on		
vit	vivre		
dans	dans		
cette	ce		
Assemblée	Assemblée		
Monsieur	monsieur		
Quinault	Quinault		
,	,		
si	si		
connu	connaître		
par	par		
ses	son		
Vers	vers		
tendres	tendre		
;	;		
Monsieur	monsieur		
Desmarests	Desmarests		
,	,		
si	si		
recommandable	recommandable		
par	par		
tant	tant		
de	de		
beaux	beau		
Ouvrages	Ouvrages		
,	,		
qu’ils	queil		
font	faire		
en	en		
mesme	même		
temps	temps		
voir	voir		
la	le		
grandeur	grandeur		
de	de		
son	son		
esprit	esprit		
,	,		
&	être		
la	le		
profondeur	profondeur		
de	de		
sa	son		
science	science		
.	.		
Le	le		
fameux	fameux		
Monsieur	monsieur		
de	de		
Corneille	Corneille		
l’aisne	lire		
prestoit	prester		
aussi	aussi		
.	.		
Je	je		
ne	ne		
puis	pouvoir		
rien	rien		
dire	dire		
de	de		
celuy	celuy		
-	-		
là	là		
qui	qui		
ne	ne		
soit	être		
au	à_le		
dessous	dessous		
de	de		
luy	luï		
;	;		
c’est	cêest		
le	le		
seul	seul		
de	de		
qui	qui		
on	on		
peut	pouvoir		
louer	louer		
les	le		
Ouvrages	Ouvrages		
sans	sans		
les	il		
avoir	avoir		
veûs	veûs		
,	,		
&	je		
de	de		
qui	qui		
malgré	malgré		
le	le		
grand	grand		
âge	âge		
on	on		
doit	devoir		
toûjours	toûjours		
attendre	attendre		
des	un		
Pieces	Pieces		
achevées	achever		
comme	comme		
on	on		
trouvera	trouver		
sans	sans		
doute	doute		
sa	son		
dernière	dernier		
Tragédie	Tragédie		
qui	qui		
paroistra	paraître		
l’hyver	lihyver		
prochain	prochain		
sous	sous		
le	le		
nom	nom		
de	de		
Pulcherie	Pulcherie		
,	,		
&	ê		
qui	qui		
ne	ne		
peut	pouvoir		
manquer	manquer		
de	de		
plaire	plaire		
à	à		
tous	tout		
ceux	celui		
qui	qui		
ont	avoir		
le	le		
cœur	cuur		
&	_		
l’esprit	lirir		
bien	bien		
fait	faire		
comme	comme		
elle	il		
a	avoir		
déjà	déjà		
plû	plevoir		
à	à		
ceux	celui		
qui	qui		
ont	avoir		
eu	avoir		
le	le		
bonheur	bonheur		
de	de		
luy	luy		
entendre	entendre		
lire	lire		
.	.		
On	on		
vit	vivre		
dans	dans		
cette	ce		
celebre	celebre		
Compagnie	Compagnie		
les	le		
deux	deux		
Abbez	Abbez		
Tallemant	Tallemant		
;	;		
l’un	léun		
premier	premier		
Aumosnier	Aumosnier		
de	de		
Madame	madame		
,	,		
dont	dont		
le	le		
mérite	mérite		
est	être		
hors	hors		
de	de		
doute	doute		
;	;		
&	joir		
qui	qui		
a	avoir		
fait	faire		
avec	avec		
tant	tant		
de	de		
succez	succer		
&	le		
d’utilité	déutiliter		
pour	pour		
le	le		
Public	Public		
,	,		
une	un		
si	si		
belle	beau		
Version	Version		
des	de_le		
Vies	Vies		
des	de_le		
Hommes	Homme		
Illustres	Illustres		
de	de		
Plutarque	Plutarque		
.	.		
L’autre	liautre		
a	avoir		
donné	donner		
en	en		
mille	mille		
occasions	occasion		
des	de_le		
marques	marque		
de	de		
son	son		
esprit	esprit		
:	:		
Il	il		
s’est	sest		
fait	faire		
admirer	admirer		
par	par		
mille	mille		
choses	chose		
spirituelles	spirituel		
&	U		
agreables	agreable		
qu’il	queil		
a	avoir		
composées	composer		
,	,		
&	je		
par	par		
ses	son		
Sermons	Sermons		
;	;		
où	où		
l’on	lnon		
a	avoir		
connu	connaître		
&	ître		
son	son		
éloquence	éloquence		
&	être		
son	son		
sçavoir	sçavoir		
.	.		
J’oubliois	J		
de	de		
Monsieur	monsieur		
l’Abbé	liabbé		
Testu	Testu		
dont	dont		
les	le		
Sermons	Sermons		
ont	avoir		
autrefois	autrefois		
charmé	charmer		
toute	tout		
la	le		
Cour	cour		
,	,		
&	ê		
dont	dont		
les	le		
Vers	Vers		
tendres	tendre		
&	je		
devots	devot		
luy	luy		
donnent	donner		
encor	encore		
la	le		
preference	preference		
sur	sur		
la	le		
plûpart	plûpart		
de	de		
ceux	celui		
qui	qui		
s’en	soir		
meslent	mesler		
,	,		
&	ê		
de	de		
qui	qui		
nous	nous		
pourrions	pouvoir		
attendre	attendre		
un	un		
grand	grand		
nombre	nombre		
d’Ouvrages	dahes		
merveilleux	merveilleux		
,	,		
sans	sans		
une	un		
cruelle	cruel		
maladie	maladie		
de	de		
vapeurs	vapeur		
qui	qui		
ne	ne		
luy	luy		
permet	permettre		
pas	pas		
de	de		
rien	rien		
faire	faire		
.	.		
Je	je		
ne	ne		
dois	devoir		
pas	pas		
oublier	oublier		
Monsieur	monsieur		
le	le		
Duc	duc		
de	de		
Saint	Saint		
Aignan	Aignan		
dont	dont		
les	le		
illustres	illustre		
Galanteries	Galanterie		
,	,		
les	le		
Vers	vers		
enjoüez	enjoüer		
&	je		
galants	galant		
,	,		
&	je		
les	le		
hauts	haut		
faits	fait		
d’armes	déarme		
ne	ne		
sont	être		
inconnus	inconnu		
à	à		
personne	personne		
,	,		
qui	qui		
charme	charmer		
tout	tout		
ceux	celui		
qui	qui		
le	il		
connoissent	connaître		
par	par		
une	un		
civilité	civilité		
obligeante	obligeant		
,	,		
&	ê		
par	par		
les	le		
bons	bon		
offices	office		
qu’il	queil		
rend	rendre		
à	à		
tout	tout		
le	le		
monde	monde		
dans	dans		
toutes	tout		
les	le		
occasions	occasion		
qu’il	queil		
en	en		
a	a		
.	.		
Il	il		
y	y		
en	en		
avoit	avoir		
encor	encore		
plusieurs	plusieurs		
autres	autre		
dont	dont		
le	le		
mérite	mérite		
&	S		
le	il		
sçavoir	sçavoir		
sont	être		
tres	tre		
-	-		
considerables	considerable		
,	,		
&	ir		
dont	dont		
je	je		
n’ai	naî		
pas	pas		
retenu	retenir		
les	le		
noms	nom		
.	.		
À	à		
Paris	Paris		
,	,		
le	le		
19	19		
.	.		
Mars	mars		
.	.		
_____	______		
Discours	Discours		
sur	sur		
les	le		
Eaux	Eaux		
de	de		
Versailles	Versailles		
,	,		
sur	sur		
les	le		
Jardins	Jardins		
,	,		
&	joir		
sur	sur		
les	le		
nouveaux	nouveau		
Ouvrages	Ouvrages		
qu’on	queon		
y	y		
a	avoir		
mis	mettre		
;	;		
avec	avec		
les	le		
noms	nom		
des	de_le		
Sculpteurs	Sculpteurs		
JE	je		
n’ay	naa		
rien	rien		
de	de		
nouveau	nouveau		
,	,		
Madame	madame		
,	,		
à	à		
vous	vous		
mander	mander		
cette	ce		
Semaine	Semaine		
,	,		
que	que		
le	le		
Voyage	Voyage		
du	de_le		
Roy	Roy		
à	à		
Versailles	Versailles		
.	.		
Je	je		
sçais	sçais		
que	que		
vous	vous		
l’avez	lire		
vû	vû		
,	,		
&	je		
que	que		
vous	vous		
avez	avoir		
lû	là		
la	le		
belle	beau		
Description	Description		
que	que		
Mademoiselle	mademoiselle		
de	de		
Scudery	Scudery		
en	en		
a	avoir		
faite	faire		
:	:		
mais	mais		
le	le		
Versailles	Versailles		
que	que		
vous	vous		
avez	avoir		
vû	voler		
&	ler		
celuy	celuy		
dont	dont		
elle	il		
a	avoir		
parlé	parler		
,	,		
sont	être		
bien	bien		
différents	différent		
de	de		
celuy	celuy		
d’aujourd’hui	dlaujourdre		
;	;		
&	j		
le	le		
Roy	Roy		
n’est	naître		
jamais	jamais		
un	un		
mois	mois		
sans	sans		
y	y		
aller	aller		
,	,		
qu’il	queil		
n’y	nay		
en	en		
trouve	trouver		
un	un		
nouveau	nouveau		
lors	lors		
qu’il	queil		
y	y		
retourne	retourner		
,	,		
tant	tant		
il	il		
paroist	paraître		
changé	changer		
,	,		
à	à		
cause	cause		
des	de_le		
beautez	beauter		
qu’on	queon		
y	y		
adjoûte	adjoûter		
sans	sans		
cesse	cesse		
.	.		
On	on		
a	avoir		
depuis	depuis		
peu	peu		
embelly	embelly		
la	le		
Grotte	Grotte		
de	de		
plusieurs	plusieurs		
Figures	Figures		
incomparables	incomparable		
;	;		
on	on		
y	y		
a	avoir		
mis	mettre		
un	un		
grand	grand		
Soleil	Soleil		
environné	environner		
de	de		
plusieurs	plusieurs		
Nymphes	Nymphes		
qui	qui		
le	il		
couronnent	couronner		
&	L		
luy	luy		
lavent	laver		
les	le		
pieds	pied		
&	_		
les	le		
mains	main		
.	.		
Ce	ce		
merveilleux	merveilleux		
Ouvrage	Ouvrage		
,	,		
&	je		
le	le		
plus	plus		
grand	grand		
qui	qui		
ait	avoir		
encore	encore		
esté	ester		
fait	faire		
,	,		
est	être		
de	de		
Messieurs	monsieur		
Girardon	Girardon		
&	le		
Renaudin	Renaudin		
.	.		
Dans	dans		
deux	deux		
niches	niche		
qui	qui		
sont	être		
aux	à_le		
costez	coster		
,	,		
on	on		
y	y		
a	avoir		
mis	mettre		
quatre	quatre		
Chevaux	Chevaux		
du	de_le		
Soleil	Soleil		
,	,		
qui	qui		
semblent	sembler		
jetter	jeter		
du	de_le		
feu	feu		
,	,		
&	avoir		
vouloir	vouloir		
prendre	prendre		
carrière	carrière		
,	,		
sans	sans		
pouvoir	pouvoir		
estre	estre		
arrestez	arrester		
par	par		
les	le		
puissans	puissant		
Tritons	Tritons		
qui	qui		
les	il		
tiennent	tenir		
.	.		
Monsieur	monsieur		
Guerin	Guerin		
a	avoir		
fait	faire		
la	le		
moitié	moitié		
de	de		
cet	ce		
Ouvrage	Ouvrage		
,	,		
&	je		
Messieurs	monsieur		
Gaspard	Gaspard		
&	je		
Baltazard	Baltazard		
ont	avoir		
fait	faire		
le	le		
reste	reste		
.	.		
On	on		
a	avoir		
encor	encore		
placé	placer		
dans	dans		
cette	ce		
Grotte	Grotte		
plusieurs	plusieurs		
autres	autre		
belles	beau		
Figures	Figures		
de	de		
Monsieur	monsieur		
Batiste	Batiste		
Sculpteur	Sculpteur		
tres	tres		
fameux	fameux		
;	;		
ce	ce		
qui	qui		
fait	faire		
voir	voir		
que	que		
la	le		
France	France		
peut	pouvoir		
fournir	fournir		
pour	pour		
ces	ce		
sortes	sorte		
d’Ouvrages	deuvrages		
d’aussi	daaussi		
grands	grand		
Hommes	Homme		
que	que		
l’Italie	lire		
.	.		
Je	je		
n’aurois	naîrois		
jamais	jamais		
fait	faire		
,	,		
si	si		
je	je		
voulois	vouloir		
vous	vous		
parler	parler		
des	un		
merveilles	merveille		
que	que		
les	le		
eaux	eau		
produisent	produire		
dans	dans		
ce	ce		
Lieu	Lieu		
délicieux	délicieux		
.	.		
Le	le		
Sieur	Sieur		
Denys	Denys		
les	le		
y	y		
fait	faire		
venir	venir		
par	par		
des	un		
Pompes	Pompes		
&	U		
des	de_le		
Acqueducs	acqueducs		
admirables	admirable		
;	;		
&	je		
Monsieur	monsieur		
de	de		
Francine	Francine		
leur	leur		
fait	fait		
faire	faire		
des	un		
choses	chose		
qui	qui		
surpassent	surpasser		
l’imagination	liration		
;	;		
témoin	témoin		
le	le		
Marais	Marais		
,	,		
l’Arbre	liarbre		
,	,		
&	je		
le	le		
Mont	Mont		
d’eau	dîeau		
,	,		
sans	sans		
oublier	oublier		
le	le		
Theatre	Theatre		
,	,		
où	où		
les	le		
changements	changement		
de	de		
décorations	décoration		
d’eau	dêer		
y	y		
sont	être		
aussi	aussi		
fréquens	fréquent		
que	que		
ceux	celui		
des	de_le		
Pieces	Pieces		
de	de		
Machines	Machines		
,	,		
qui	qui		
en	en		
sont	être		
les	le		
plus	plus		
remplies	remplir		
:	:		
Mais	mais		
comment	comment		
l’eau	ler		
manqueroit	manquer		
-	-		
elle	il		
pour	pour		
toutes	tout		
ces	ce		
choses	chose		
,	,		
puis	puis		
que	que		
par	par		
les	le		
soins	soin		
qu’ont	quer		
pris	prendre		
ceux	celui		
qui	qui		
les	il		
font	faire		
venir	venir		
dans	dans		
ces	ce		
lieux	lieu		
,	,		
on	on		
y	y		
voit	voir		
des	un		
Parterres	Parterres		
entiers	entier		
tres	tre		
-	-		
beaux	beau		
&	un		
tres	tre		
-	-		
fleuris	fleurir		
,	,		
sous	sous		
lesquels	lequel		
il	il		
y	y		
a	avoir		
des	un		
réservoirs	réservoir		
d’eau	dAeau		
?	?		
Les	le		
miracles	miracle		
que	que		
fait	faire		
Monsieur	monsieur		
Nautre	Nautre		
dans	dans		
ces	ce		
superbes	superbe		
Jardins	Jardins		
,	,		
ne	ne		
sont	être		
pas	pas		
moins	moins		
considérables	considérable		
.	.		
Le	le		
grand	grand		
nombre	nombre		
d’Orangers	dléranger		
plantez	planter		
en	en		
terre	terre		
,	,		
en	en		
fait	fait		
foy	foy		
,	,		
aussi	aussi		
-	-		
bien	bien		
que	que		
les	le		
grands	grand		
Arbres	Arbres		
qui	qui		
ont	avoir		
esté	ester		
transplantez	transplanter		
pour	pour		
élargir	élargir		
la	le		
grande	grand		
Allée	Allée		
;	;		
ce	ce		
qui	qui		
ne	ne		
s’est	savoir		
encor	encore		
jamais	jamais		
vû	voloir		
.	.		
J’aurois	jeaurir		
encor	encore		
mille	mille		
choses	chose		
à	à		
vous	vous		
dire	dire		
touchant	toucher		
ce	ce		
Chasteau	Chasteau		
,	,		
qui	qui		
surpasse	surpasser		
le	le		
Palais	Palais		
d’Armide	dlarmide		
.	.		
Je	je		
devrois	devoir		
vous	vous		
parler	parler		
des	un		
Bâtiments	Bâtiments		
,	,		
&	je		
de	de		
ceux	celui		
qui	qui		
en	en		
prenent	prener		
la	le		
conduite	conduite		
;	;		
mais	mais		
le	le		
detail	detail		
en	en		
seroit	être		
trop	trop		
long	long		
,	,		
&	ê		
je	je		
dois	devoir		
le	il		
remettre	remettre		
à	à		
une	un		
autre	autre		
fois	fois		
,	,		
ou	ou		
plutost	plutost		
attendre	attendre		
qu’ils	queil		
soient	être		
achevez	achever		
.	.		
À	à		
Paris	Paris		
,	,		
le	le		
2	2		
.	.		
Avril	avril		
.	.		
_____	______		
L’institution	L		
de	de		
l’Académie	leacadémie		
des	un		
belles	beau		
Lettres	Lettres		
,	,		
avec	avec		
les	le		
noms	nom		
de	de		
Messieurs	monsieur		
les	le		
Académiciens	Académiciens		
PUIS	puis		
que	que		
vous	vous		
souhaitez	souhaître		
,	,		
Madame	madame		
,	,		
qu’apres	queapre		
vous	vous		
avoir	avoir		
entretenu	entretenir		
de	de		
l’Académie	leacadémie		
Françoise	Françoise		
,	,		
je	je		
vous	vous		
dise	dire		
quelque	quelque		
chose	chose		
de	de		
celle	celui		
de	de		
l’Abbé	liabbé		
d’Aubignac	dlaubignac		
,	,		
dont	dont		
vous	vous		
avez	avoir		
(	(		
dites	dire		
-	-		
vous	vous		
)	)		
oüy	ouïr		
parler	parler		
confusément	confusément		
;	;		
je	je		
vous	vous		
diray	diray		
qu’elle	quelle		
s’appelloit	sappelloit		
l’Académie	leacadémie		
des	un		
belles	beau		
Lettres	Lettres		
,	,		
&	être		
que	que		
son	son		
institution	institution		
estoit	estoir		
pour	pour		
examiner	examiner		
les	le		
Ouvrages	Ouvrages		
d’Eloquence	déEloquence		
et	et		
de	de		
Poësie	Poësie		
.	.		
On	on		
y	y		
faisoit	faire		
le	le		
premier	premier		
jour	jour		
de	de		
chaque	chaque		
Mois	Mois		
un	un		
Discours	Discours		
sur	sur		
la	le		
diversité	diversité		
des	de_le		
Conditions	Conditions		
,	,		
où	où		
l’Eloquence	leèloquence		
se	se		
trouvoit	trouver		
necessaire	necessaire		
.	.		
Le	le		
premier	premier		
Discours	Discours		
échût	échoir		
à	à		
Monsieur	monsieur		
Blondeau	Blondeau		
Advocat	Advocat		
en	en		
Parlement	Parlement		
:	:		
Il	il		
le	il		
fit	faire		
sur	sur		
l’éloquence	liéloquence		
du	de_le		
Barreau	Barreau		
,	,		
&	je		
s’en	s		
acquita	acquita		
tres	tre		
-	-		
bien	bien		
,	,		
dans	dans		
la	le		
grande	grand		
Salle	Salle		
de	de		
l’Hostel	lehostel		
Matignon	Matignon		
,	,		
devant	devant		
une	un		
Assemblée	Assemblée		
composée	composer		
de	de		
plusieurs	plusieurs		
Personnes	Personnes		
de	de		
qualité	qualité		
de	de		
l’un	leun		
&	î		
de	de		
l’autre	leautre		
Sexe	Sexe		
.	.		
Monsieur	monsieur		
le	le		
Marquis	marquis		
de	de		
Vilaines	Vilaines		
se	se		
fit	faire		
admirer	admirer		
un	un		
mois	mois		
apres	apres		
luy	luy		
sur	sur		
l’éloquence	leéloquence		
Militaire	Militaire		
.	.		
L’impression	Lpimpression		
qu’on	queon		
a	avoir		
faite	faire		
de	de		
ce	ce		
Discours	Discours		
est	être		
une	un		
marque	marque		
de	de		
bonté	bonté		
,	,		
c’est	ceest		
pourquoy	pourquoy		
je	je		
n’en	naître		
parleray	parler		
point	point		
,	,		
&	je		
je	je		
passeray	passer		
au	à_le		
troisieme	troisième		
;	;		
qui	qui		
échût	échoir		
à	à		
Monsieur	monsieur		
l’Abbé	leabbé		
de	de		
Saint	Saint		
-	-		
Germain	Germain		
.	.		
Les	le		
deux	deux		
autres	autre		
ayant	avoir		
fait	faire		
des	un		
Discours	Discours		
qui	qui		
regardoient	regarder		
leur	leur		
Profession	Profession		
,	,		
cet	ce		
illustre	illustre		
Abbé	Abbé		
en	en		
voulut	vouloir		
faire	faire		
sur	sur		
l’éloquence	lééloquence		
de	de		
la	le		
Chaire	Chaire		
:	:		
Il	il		
eut	avoir		
un	un		
succés	succé		
tres	tre		
-	-		
avantageux	avantageux		
,	,		
&	ê		
qui	qui		
satisfit	satisfaire		
merveilleusement	merveilleusement		
toute	tout		
la	le		
belle	beau		
Assemblée	Assemblée		
qui	qui		
l’entendit	lire		
.	.		
Monsieur	monsieur		
Perachon	Perachon		
se	se		
fit	faire		
admirer	admirer		
un	un		
mois	mois		
apres	apre		
;	;		
&	ê		
les	le		
autres	autre		
Académiciens	Académiciens		
donnerent	donner		
de	de		
mois	mois		
en	en		
mois	mois		
des	de_le		
marques	marque		
de	de		
leur	leur		
esprit	esprit		
et	et		
de	de		
leur	leur		
érudition	érudition		
.	.		
À	à		
la	le		
fin	fin		
de	de		
ces	ce		
Discours	Discours		
,	,		
on	on		
lisoit	lire		
des	un		
Ouvrages	Ouvrages		
de	de		
Poësie	Poësie		
composez	composer		
par	par		
quelques	quelque		
-	-		
uns	un		
de	de		
Messieurs	monsieur		
de	de		
l’Académie	liacadémie		
.	.		
Voicy	voicy		
le	le		
nom	nom		
de	de		
ceux	celui		
qui	qui		
la	il		
composoient	composer		
.	.		
Monsieur	monsieur		
l’Abbé	liabbé		
d’Aubignac	deAubignac		
,	,		
Directeur	Directeur		
.	.		
Monsieur	monsieur		
de	de		
Vaumorieres	Vaumorieres		
,	,		
Sous	sous		
-	-		
Directeur	Directeur		
.	.		
Monsieur	monsieur		
de	de		
Gueret	Gueret		
,	,		
Secretaire	Secretaire		
de	de		
l’Académie	liacadémie		
.	.		
Feu	feu		
Monsieur	monsieur		
le	le		
marquis	marquis		
du	de_le		
Châtelet	Châtelet		
.	.		
Monsieur	monsieur		
le	le		
Marquis	marquis		
de	de		
Vilaines	Vilaines		
.	.		
Monsieur	monsieur		
le	le		
Marquis	marquis		
d’Arbaux	drarbal		
.	.		
Monsieur	monsieur		
Petit	Petit		
,	,		
Directeur	Directeur		
apres	apres		
Mr	monsieur		
l’Abbé	leabbé		
d’Aubignac	dlaubignac		
.	.		
Monsieur	monsieur		
Perachon	Perachon		
,	,		
Advocat	Advocat		
au	à_le		
Parlement	Parlement		
.	.		
Monsieur	monsieur		
l’Abbé	liabber		
de	de		
Vilars	Vilars		
.	.		
Monsieur	monsieur		
l’Abbé	liabbé		
de	de		
Villeserain	Villeserain		
,	,		
